,away_defensive_rating,away_effective_field_goal_percentage,away_free_throw_attempt_rate,away_offensive_rating,away_three_point_field_goal_percentage,away_total_rebound_percentage,away_true_shooting_percentage,away_turnover_percentage,away_win_percentage,date,home_defensive_rating,home_effective_field_goal_percentage,home_free_throw_attempt_rate,home_free_throw_percentage,home_offensive_rating,home_three_point_field_goal_percentage,home_total_rebound_percentage,home_true_shooting_percentage,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,Unnamed: 0.1,winner,home_team,away_team
127,78.4,0.436,0.309,81.1,0.273,47.0,0.476,20.4,1.0,"November 9, 2018",81.1,0.398,0.463,0.6,78.4,0.15,53.0,0.44,16.7,1,"Joseph J. Gentile Center, Chicago, Illinois",LOYOLA-IL,Loyola (IL),74.0,FURMAN,Furman,Loyola (IL),mvc,2018-11-09-20-loyola-il,2018-11-09-20-loyola-il,Away,FURMAN,LOYOLA-IL
129,111.4,0.57,0.313,108.9,0.409,50.0,0.585,13.1,0.0,"November 13, 2018",108.9,0.591,0.258,0.588,111.4,0.348,50.0,0.594,13.0,3,"Timmons Arena, Greenville, South Carolina",GARDNER-WEBB,Gardner-Webb,70.0,FURMAN,Furman,Furman,southern,2018-11-13-19-furman,2018-11-13-19-furman,Home,FURMAN,GARDNER-WEBB
131,111.4,0.57,0.313,108.9,0.409,50.0,0.585,13.1,0.0,"November 13, 2018",108.9,0.591,0.258,0.588,111.4,0.348,50.0,0.594,13.0,3,"Timmons Arena, Greenville, South Carolina",GARDNER-WEBB,Gardner-Webb,70.0,FURMAN,Furman,Gardner-Webb,big-south,2018-11-13-19-furman,2018-11-13-19-furman,Home,FURMAN,GARDNER-WEBB
133,142.7,0.4920000000000001,0.092,89.3,0.4,50.6,0.494,21.0,0.0,"November 15, 2018",89.3,0.618,0.361,0.6920000000000001,142.7,0.429,49.4,0.634,6.7,4,"Timmons Arena, Greenville, South Carolina","North Greenville
			","North Greenville
			",75.1,FURMAN,Furman,Furman,southern,2018-11-15-19-furman,2018-11-15-19-furman,Home,FURMAN,"North Greenville
			"
134,88.3,0.5,0.333,98.7,0.364,51.3,0.547,16.9,1.0,"November 17, 2018",98.7,0.4370000000000001,0.155,0.545,88.3,0.318,48.7,0.446,13.7,2,"Finneran Pavilion, Villanova, Pennsylvania",VILLANOVA,Villanova,68.8,FURMAN,Furman,Furman,southern,2018-11-17-17-villanova,2018-11-17-17-villanova,Away,FURMAN,VILLANOVA
136,88.3,0.5,0.333,98.7,0.364,51.3,0.547,16.9,1.0,"November 17, 2018",98.7,0.4370000000000001,0.155,0.545,88.3,0.318,48.7,0.446,13.7,2,"Finneran Pavilion, Villanova, Pennsylvania",VILLANOVA,Villanova,68.8,FURMAN,Furman,Villanova,big-east,2018-11-17-17-villanova,2018-11-17-17-villanova,Away,FURMAN,VILLANOVA
138,108.8,0.51,0.154,83.8,0.393,39.3,0.511,24.5,0.0,"November 21, 2018",83.8,0.557,0.396,0.7140000000000001,108.8,0.238,60.7,0.588,19.4,6,"Timmons Arena, Greenville, South Carolina","Southern Wesleyan
			","Southern Wesleyan
			",67.9,FURMAN,Furman,Furman,southern,2018-11-21-18-furman,2018-11-21-18-furman,Home,FURMAN,"Southern Wesleyan
			"
139,82.3,0.536,0.107,104.8,0.28600000000000003,52.0,0.552,17.0,1.0,"November 25, 2018",104.8,0.5,0.063,1.0,82.3,0.333,48.0,0.516,26.7,1,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,62.1,FURMAN,Furman,Furman,southern,2018-11-25-16-north-carolina-asheville,2018-11-25-16-north-carolina-asheville,Away,FURMAN,NORTH-CAROLINA-ASHEVILLE
141,82.3,0.536,0.107,104.8,0.28600000000000003,52.0,0.552,17.0,1.0,"November 25, 2018",104.8,0.5,0.063,1.0,82.3,0.333,48.0,0.516,26.7,1,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,62.1,FURMAN,Furman,UNC Asheville,big-south,2018-11-25-16-north-carolina-asheville,2018-11-25-16-north-carolina-asheville,Away,FURMAN,NORTH-CAROLINA-ASHEVILLE
143,105.9,0.475,0.28800000000000003,103.5,0.27,46.2,0.484,8.2,0.222,"December 1, 2018",103.5,0.514,0.329,0.625,105.9,0.25,53.8,0.5329999999999999,15.2,8,"Timmons Arena, Greenville, South Carolina",WESTERN-CAROLINA,Western Carolina,68.1,FURMAN,Furman,Furman,southern,2018-12-01-16-furman,2018-12-01-16-furman,Home,FURMAN,WESTERN-CAROLINA
145,105.9,0.475,0.28800000000000003,103.5,0.27,46.2,0.484,8.2,0.222,"December 1, 2018",103.5,0.514,0.329,0.625,105.9,0.25,53.8,0.5329999999999999,15.2,8,"Timmons Arena, Greenville, South Carolina",WESTERN-CAROLINA,Western Carolina,68.1,FURMAN,Furman,Western Carolina,southern,2018-12-01-16-furman,2018-12-01-16-furman,Home,FURMAN,WESTERN-CAROLINA
147,102.7,0.679,0.134,130.7,0.469,55.7,0.687,13.4,1.0,"December 4, 2018",130.7,0.5539999999999999,0.123,0.625,102.7,0.4,44.3,0.56,17.0,3,"Schar Center, Elon, North Carolina",ELON,Elon,75.0,FURMAN,Furman,Furman,southern,2018-12-04-19-elon,2018-12-04-19-elon,Away,FURMAN,ELON
149,102.7,0.679,0.134,130.7,0.469,55.7,0.687,13.4,1.0,"December 4, 2018",130.7,0.5539999999999999,0.123,0.625,102.7,0.4,44.3,0.56,17.0,3,"Schar Center, Elon, North Carolina",ELON,Elon,75.0,FURMAN,Furman,Elon,colonial,2018-12-04-19-elon,2018-12-04-19-elon,Away,FURMAN,ELON
151,84.5,0.557,0.213,104.2,0.414,51.5,0.551,17.3,1.0,"December 8, 2018",104.2,0.447,0.281,0.563,84.5,0.368,48.5,0.464,21.0,2,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,71.4,FURMAN,Furman,Furman,southern,2018-12-08-16-south-carolina-upstate,2018-12-08-16-south-carolina-upstate,Away,FURMAN,SOUTH-CAROLINA-UPSTATE
153,84.5,0.557,0.213,104.2,0.414,51.5,0.551,17.3,1.0,"December 8, 2018",104.2,0.447,0.281,0.563,84.5,0.368,48.5,0.464,21.0,2,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,71.4,FURMAN,Furman,South Carolina Upstate,big-south,2018-12-08-16-south-carolina-upstate,2018-12-08-16-south-carolina-upstate,Away,FURMAN,SOUTH-CAROLINA-UPSTATE
155,105.5,0.484,0.194,94.5,0.455,47.1,0.51,20.2,0.444,"December 11, 2018",94.5,0.5760000000000001,0.254,0.6,105.5,0.444,52.9,0.5820000000000001,21.5,11,"Timmons Arena, Greenville, South Carolina",CHARLESTON-SOUTHERN,Charleston Southern,72.9,FURMAN,Furman,Furman,southern,2018-12-11-19-furman,2018-12-11-19-furman,Home,FURMAN,CHARLESTON-SOUTHERN
157,105.5,0.484,0.194,94.5,0.455,47.1,0.51,20.2,0.444,"December 11, 2018",94.5,0.5760000000000001,0.254,0.6,105.5,0.444,52.9,0.5820000000000001,21.5,11,"Timmons Arena, Greenville, South Carolina",CHARLESTON-SOUTHERN,Charleston Southern,72.9,FURMAN,Furman,Charleston Southern,big-south,2018-12-11-19-furman,2018-12-11-19-furman,Home,FURMAN,CHARLESTON-SOUTHERN
159,132.9,0.3670000000000001,0.15,71.4,0.154,43.2,0.389,19.0,0.364,"December 15, 2018",71.4,0.586,0.066,0.8,132.9,0.37,56.8,0.593,6.0,12,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,70.3,FURMAN,Furman,Furman,southern,2018-12-15-16-furman,2018-12-15-16-furman,Home,FURMAN,NORTH-CAROLINA-WILMINGTON
161,132.9,0.3670000000000001,0.15,71.4,0.154,43.2,0.389,19.0,0.364,"December 15, 2018",71.4,0.586,0.066,0.8,132.9,0.37,56.8,0.593,6.0,12,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,70.3,FURMAN,Furman,UNC Wilmington,colonial,2018-12-15-16-furman,2018-12-15-16-furman,Home,FURMAN,NORTH-CAROLINA-WILMINGTON
163,108.7,0.455,0.161,82.6,0.29,33.3,0.473,22.1,0.923,"December 21, 2018",82.6,0.589,0.268,0.6,108.7,0.308,66.7,0.594,21.4,9,"Maravich Assembly Center, Baton Rouge, Louisiana",FURMAN,Furman,69.2,LOUISIANA-STATE,LSU,Furman,southern,2018-12-21-20-louisiana-state,2018-12-21-20-louisiana-state,Home,LOUISIANA-STATE,FURMAN
165,108.7,0.455,0.161,82.6,0.29,33.3,0.473,22.1,0.923,"December 21, 2018",82.6,0.589,0.268,0.6,108.7,0.308,66.7,0.594,21.4,9,"Maravich Assembly Center, Baton Rouge, Louisiana",FURMAN,Furman,69.2,LOUISIANA-STATE,LSU,Louisiana State,sec,2018-12-21-20-louisiana-state,2018-12-21-20-louisiana-state,Home,LOUISIANA-STATE,FURMAN
167,125.4,0.417,0.29600000000000004,88.9,0.227,36.7,0.455,10.3,0.857,"December 29, 2018",88.9,0.67,0.3,0.8,125.4,0.438,63.3,0.691,16.3,11,"Freedom Hall Civic Center, Johnson City, Tennessee",FURMAN,Furman,62.9,EAST-TENNESSEE-STATE,ETSU,Furman,southern,2018-12-29-16-east-tennessee-state,2018-12-29-16-east-tennessee-state,Home,EAST-TENNESSEE-STATE,FURMAN
169,125.4,0.417,0.29600000000000004,88.9,0.227,36.7,0.455,10.3,0.857,"December 29, 2018",88.9,0.67,0.3,0.8,125.4,0.438,63.3,0.691,16.3,11,"Freedom Hall Civic Center, Johnson City, Tennessee",FURMAN,Furman,62.9,EAST-TENNESSEE-STATE,ETSU,East Tennessee State,southern,2018-12-29-16-east-tennessee-state,2018-12-29-16-east-tennessee-state,Home,EAST-TENNESSEE-STATE,FURMAN
171,102.9,0.397,0.362,84.1,0.211,48.5,0.4270000000000001,16.2,0.35700000000000004,"January 3, 2019",84.1,0.556,0.315,0.647,102.9,0.35700000000000004,51.5,0.5720000000000001,19.6,13,"Timmons Arena, Greenville, South Carolina",MERCER,Mercer,69.0,FURMAN,Furman,Furman,southern,2019-01-03-19-furman,2019-01-03-19-furman,Home,FURMAN,MERCER
173,102.9,0.397,0.362,84.1,0.211,48.5,0.4270000000000001,16.2,0.35700000000000004,"January 3, 2019",84.1,0.556,0.315,0.647,102.9,0.35700000000000004,51.5,0.5720000000000001,19.6,13,"Timmons Arena, Greenville, South Carolina",MERCER,Mercer,69.0,FURMAN,Furman,Mercer,southern,2019-01-03-19-furman,2019-01-03-19-furman,Home,FURMAN,MERCER
175,121.7,0.565,0.116,102.4,0.326,33.8,0.584,16.2,0.643,"January 5, 2019",102.4,0.551,0.266,0.667,121.7,0.342,66.2,0.568,12.8,14,"Timmons Arena, Greenville, South Carolina",CITADEL,Citadel,83.4,FURMAN,Furman,Furman,southern,2019-01-05-16-furman,2019-01-05-16-furman,Home,FURMAN,CITADEL
177,121.7,0.565,0.116,102.4,0.326,33.8,0.584,16.2,0.643,"January 5, 2019",102.4,0.551,0.266,0.667,121.7,0.342,66.2,0.568,12.8,14,"Timmons Arena, Greenville, South Carolina",CITADEL,Citadel,83.4,FURMAN,Furman,The Citadel,southern,2019-01-05-16-furman,2019-01-05-16-furman,Home,FURMAN,CITADEL
179,72.2,0.57,0.266,112.7,0.441,52.2,0.617,13.3,0.882,"January 10, 2019",112.7,0.412,0.263,0.667,72.2,0.227,47.8,0.444,22.1,6,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,78.6,FURMAN,Furman,Furman,southern,2019-01-10-19-virginia-military-institute,2019-01-10-19-virginia-military-institute,Away,FURMAN,VIRGINIA-MILITARY-INSTITUTE
181,72.2,0.57,0.266,112.7,0.441,52.2,0.617,13.3,0.882,"January 10, 2019",112.7,0.412,0.263,0.667,72.2,0.227,47.8,0.444,22.1,6,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,78.6,FURMAN,Furman,VMI,southern,2019-01-10-19-virginia-military-institute,2019-01-10-19-virginia-military-institute,Away,FURMAN,VIRGINIA-MILITARY-INSTITUTE
183,125.4,0.627,0.333,111.3,0.556,45.1,0.669,25.5,0.833,"January 12, 2019",111.3,0.605,0.29,0.778,125.4,0.458,54.9,0.631,15.7,15,"Greensboro Coliseum, Greensboro, North Carolina",FURMAN,Furman,70.8,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Furman,southern,2019-01-12-17-north-carolina-greensboro,2019-01-12-17-north-carolina-greensboro,Home,NORTH-CAROLINA-GREENSBORO,FURMAN
185,125.4,0.627,0.333,111.3,0.556,45.1,0.669,25.5,0.833,"January 12, 2019",111.3,0.605,0.29,0.778,125.4,0.458,54.9,0.631,15.7,15,"Greensboro Coliseum, Greensboro, North Carolina",FURMAN,Furman,70.8,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,2019-01-12-17-north-carolina-greensboro,2019-01-12-17-north-carolina-greensboro,Home,NORTH-CAROLINA-GREENSBORO,FURMAN
187,95.2,0.412,0.175,87.1,0.259,46.0,0.4370000000000001,14.0,0.789,"January 19, 2019",87.1,0.463,0.315,0.529,95.2,0.32,54.0,0.475,16.3,15,"Richardson Indoor Stadium, Spartanburg, South Carolina",FURMAN,Furman,62.4,WOFFORD,Wofford,Furman,southern,2019-01-19-19-wofford,2019-01-19-19-wofford,Home,WOFFORD,FURMAN
189,95.2,0.412,0.175,87.1,0.259,46.0,0.4370000000000001,14.0,0.789,"January 19, 2019",87.1,0.463,0.315,0.529,95.2,0.32,54.0,0.475,16.3,15,"Richardson Indoor Stadium, Spartanburg, South Carolina",FURMAN,Furman,62.4,WOFFORD,Wofford,Wofford,southern,2019-01-19-19-wofford,2019-01-19-19-wofford,Home,WOFFORD,FURMAN
191,119.7,0.445,0.182,95.1,0.238,51.8,0.485,19.1,0.476,"January 24, 2019",95.1,0.639,0.093,0.8,119.7,0.44,48.2,0.647,15.1,16,"Timmons Arena, Greenville, South Carolina",CHATTANOOGA,Chattanooga,61.1,FURMAN,Furman,Furman,southern,2019-01-24-19-furman,2019-01-24-19-furman,Home,FURMAN,CHATTANOOGA
193,119.7,0.445,0.182,95.1,0.238,51.8,0.485,19.1,0.476,"January 24, 2019",95.1,0.639,0.093,0.8,119.7,0.44,48.2,0.647,15.1,16,"Timmons Arena, Greenville, South Carolina",CHATTANOOGA,Chattanooga,61.1,FURMAN,Furman,Chattanooga,southern,2019-01-24-19-furman,2019-01-24-19-furman,Home,FURMAN,CHATTANOOGA
195,100.0,0.534,0.276,102.7,0.4,47.0,0.5720000000000001,16.7,0.591,"January 26, 2019",102.7,0.4920000000000001,0.222,0.7859999999999999,100.0,0.258,53.0,0.524,17.8,16,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,72.6,SAMFORD,Samford,Furman,southern,2019-01-26-16-furman,2019-01-26-16-furman,Away,SAMFORD,FURMAN
197,100.0,0.534,0.276,102.7,0.4,47.0,0.5720000000000001,16.7,0.591,"January 26, 2019",102.7,0.4920000000000001,0.222,0.7859999999999999,100.0,0.258,53.0,0.524,17.8,16,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,72.6,SAMFORD,Samford,Samford,southern,2019-01-26-16-furman,2019-01-26-16-furman,Away,SAMFORD,FURMAN
199,85.9,0.573,0.236,100.0,0.325,48.1,0.58,18.7,0.773,"January 31, 2019",100.0,0.452,0.34600000000000003,0.778,85.9,0.263,51.9,0.504,24.1,10,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,71.4,FURMAN,Furman,Furman,southern,2019-01-31-19-citadel,2019-01-31-19-citadel,Away,FURMAN,CITADEL
201,85.9,0.573,0.236,100.0,0.325,48.1,0.58,18.7,0.773,"January 31, 2019",100.0,0.452,0.34600000000000003,0.778,85.9,0.263,51.9,0.504,24.1,10,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,71.4,FURMAN,Furman,The Citadel,southern,2019-01-31-19-citadel,2019-01-31-19-citadel,Away,FURMAN,CITADEL
203,95.5,0.711,0.333,112.1,0.5,46.8,0.71,21.3,0.7829999999999999,"February 2, 2019",112.1,0.384,0.188,0.769,95.5,0.208,53.2,0.419,10.8,8,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,66.2,FURMAN,Furman,Furman,southern,2019-02-02-16-mercer,2019-02-02-16-mercer,Away,FURMAN,MERCER
205,95.5,0.711,0.333,112.1,0.5,46.8,0.71,21.3,0.7829999999999999,"February 2, 2019",112.1,0.384,0.188,0.769,95.5,0.208,53.2,0.419,10.8,8,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,66.2,FURMAN,Furman,Mercer,southern,2019-02-02-16-mercer,2019-02-02-16-mercer,Away,FURMAN,MERCER
207,65.2,0.465,0.333,92.8,0.219,47.8,0.485,16.6,0.792,"February 7, 2019",92.8,0.363,0.21600000000000005,0.727,65.2,0.263,52.2,0.4,26.4,6,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,68.6,FURMAN,Furman,Furman,southern,2019-02-07-19-western-carolina,2019-02-07-19-western-carolina,Away,FURMAN,WESTERN-CAROLINA
209,65.2,0.465,0.333,92.8,0.219,47.8,0.485,16.6,0.792,"February 7, 2019",92.8,0.363,0.21600000000000005,0.727,65.2,0.263,52.2,0.4,26.4,6,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,68.6,FURMAN,Furman,Western Carolina,southern,2019-02-07-19-western-carolina,2019-02-07-19-western-carolina,Away,FURMAN,WESTERN-CAROLINA
211,140.0,0.49,0.314,93.8,0.14300000000000002,54.5,0.52,20.5,0.731,"February 9, 2019",93.8,0.76,0.36,0.833,140.0,0.667,45.5,0.777,18.3,20,"Timmons Arena, Greenville, South Carolina",EAST-TENNESSEE-STATE,ETSU,65.1,FURMAN,Furman,Furman,southern,2019-02-09-16-furman,2019-02-09-16-furman,Home,FURMAN,EAST-TENNESSEE-STATE
213,140.0,0.49,0.314,93.8,0.14300000000000002,54.5,0.52,20.5,0.731,"February 9, 2019",93.8,0.76,0.36,0.833,140.0,0.667,45.5,0.777,18.3,20,"Timmons Arena, Greenville, South Carolina",EAST-TENNESSEE-STATE,ETSU,65.1,FURMAN,Furman,East Tennessee State,southern,2019-02-09-16-furman,2019-02-09-16-furman,Home,FURMAN,EAST-TENNESSEE-STATE
215,95.7,0.403,0.145,81.4,0.261,51.6,0.43,20.5,0.846,"February 14, 2019",81.4,0.491,0.241,0.7140000000000001,95.7,0.304,48.4,0.518,16.8,21,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,70.0,FURMAN,Furman,Furman,southern,2019-02-14-19-furman,2019-02-14-19-furman,Home,FURMAN,NORTH-CAROLINA-GREENSBORO
217,95.7,0.403,0.145,81.4,0.261,51.6,0.43,20.5,0.846,"February 14, 2019",81.4,0.491,0.241,0.7140000000000001,95.7,0.304,48.4,0.518,16.8,21,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,70.0,FURMAN,Furman,UNC Greensboro,southern,2019-02-14-19-furman,2019-02-14-19-furman,Home,FURMAN,NORTH-CAROLINA-GREENSBORO
219,129.7,0.408,0.3,83.8,0.333,42.0,0.452,13.9,0.269,"February 16, 2019",83.8,0.625,0.467,0.75,129.7,0.379,58.0,0.655,13.2,22,"Timmons Arena, Greenville, South Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,73.9,FURMAN,Furman,Furman,southern,2019-02-16-16-furman,2019-02-16-16-furman,Home,FURMAN,VIRGINIA-MILITARY-INSTITUTE
221,129.7,0.408,0.3,83.8,0.333,42.0,0.452,13.9,0.269,"February 16, 2019",83.8,0.625,0.467,0.75,129.7,0.379,58.0,0.655,13.2,22,"Timmons Arena, Greenville, South Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,73.9,FURMAN,Furman,VMI,southern,2019-02-16-16-furman,2019-02-16-16-furman,Home,FURMAN,VIRGINIA-MILITARY-INSTITUTE
223,106.7,0.542,0.133,120.0,0.3,51.7,0.564,8.6,0.857,"February 23, 2019",120.0,0.519,0.269,0.7140000000000001,106.7,0.316,48.3,0.546,10.7,22,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,60.2,WOFFORD,Wofford,Furman,southern,2019-02-23-16-furman,2019-02-23-16-furman,Away,WOFFORD,FURMAN
225,106.7,0.542,0.133,120.0,0.3,51.7,0.564,8.6,0.857,"February 23, 2019",120.0,0.519,0.269,0.7140000000000001,106.7,0.316,48.3,0.546,10.7,22,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,60.2,WOFFORD,Wofford,Wofford,southern,2019-02-23-16-furman,2019-02-23-16-furman,Away,WOFFORD,FURMAN
227,112.5,0.62,0.444,125.0,0.464,49.3,0.688,16.8,0.7929999999999999,"February 28, 2019",125.0,0.464,0.319,0.773,112.5,0.37,50.7,0.51,10.3,16,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,71.9,FURMAN,Furman,Furman,southern,2019-02-28-19-samford,2019-02-28-19-samford,Away,FURMAN,SAMFORD
229,112.5,0.62,0.444,125.0,0.464,49.3,0.688,16.8,0.7929999999999999,"February 28, 2019",125.0,0.464,0.319,0.773,112.5,0.37,50.7,0.51,10.3,16,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,71.9,FURMAN,Furman,Samford,southern,2019-02-28-19-samford,2019-02-28-19-samford,Away,FURMAN,SAMFORD
231,76.9,0.5579999999999999,0.1,109.2,0.321,52.9,0.565,12.6,0.8,"March 2, 2019",109.2,0.397,0.138,0.5,76.9,0.273,47.1,0.405,16.3,12,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,65.3,FURMAN,Furman,Furman,southern,2019-03-02-14-chattanooga,2019-03-02-14-chattanooga,Away,FURMAN,CHATTANOOGA
233,76.9,0.5579999999999999,0.1,109.2,0.321,52.9,0.565,12.6,0.8,"March 2, 2019",109.2,0.397,0.138,0.5,76.9,0.273,47.1,0.405,16.3,12,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,65.3,FURMAN,Furman,Chattanooga,southern,2019-03-02-14-chattanooga,2019-03-02-14-chattanooga,Away,FURMAN,CHATTANOOGA
235,118.1,0.545,0.327,102.8,0.25,44.2,0.5820000000000001,19.3,0.355,"March 9, 2019",102.8,0.625,0.267,0.625,118.1,0.395,55.8,0.629,17.3,25,"U.S. Cellular Center, Asheville, North Carolina",MERCER,Mercer,71.6,FURMAN,Furman,Furman,southern,2019-03-09-20-furman,2019-03-09-20-furman,Home,FURMAN,MERCER
237,118.1,0.545,0.327,102.8,0.25,44.2,0.5820000000000001,19.3,0.355,"March 9, 2019",102.8,0.625,0.267,0.625,118.1,0.395,55.8,0.629,17.3,25,"U.S. Cellular Center, Asheville, North Carolina",MERCER,Mercer,71.6,FURMAN,Furman,Mercer,southern,2019-03-09-20-furman,2019-03-09-20-furman,Home,FURMAN,MERCER
239,106.5,0.539,0.17600000000000002,100.0,0.333,40.3,0.561,17.9,0.7809999999999999,"March 10, 2019",100.0,0.483,0.259,0.667,106.5,0.421,59.7,0.507,14.6,28,"U.S. Cellular Center, Asheville, North Carolina",FURMAN,Furman,61.7,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Furman,southern,2019-03-10-18-north-carolina-greensboro,2019-03-10-18-north-carolina-greensboro,Home,NORTH-CAROLINA-GREENSBORO,FURMAN
241,106.5,0.539,0.17600000000000002,100.0,0.333,40.3,0.561,17.9,0.7809999999999999,"March 10, 2019",100.0,0.483,0.259,0.667,106.5,0.421,59.7,0.507,14.6,28,"U.S. Cellular Center, Asheville, North Carolina",FURMAN,Furman,61.7,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,2019-03-10-18-north-carolina-greensboro,2019-03-10-18-north-carolina-greensboro,Home,NORTH-CAROLINA-GREENSBORO,FURMAN
243,101.4,0.54,0.226,110.1,0.294,63.6,0.5539999999999999,16.0,0.588,"March 20, 2019",110.1,0.484,0.194,0.833,101.4,0.29600000000000004,36.4,0.517,8.2,25,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,68.7,WICHITA-STATE,Wichita State,Furman,southern,2019-03-20-19-furman,2019-03-20-19-furman,Away,WICHITA-STATE,FURMAN
245,101.4,0.54,0.226,110.1,0.294,63.6,0.5539999999999999,16.0,0.588,"March 20, 2019",110.1,0.484,0.194,0.833,101.4,0.29600000000000004,36.4,0.517,8.2,25,"Timmons Arena, Greenville, South Carolina",FURMAN,Furman,68.7,WICHITA-STATE,Wichita State,Wichita State,aac,2019-03-20-19-furman,2019-03-20-19-furman,Away,WICHITA-STATE,FURMAN
247,90.8,0.433,0.385,75.0,0.313,43.9,0.463,24.8,0.0,"November 6, 2018",75.0,0.483,0.305,0.667,90.8,0.304,56.1,0.511,21.2,1,"Stuart Siegel Center, Richmond, Virginia",GARDNER-WEBB,Gardner-Webb,75.5,VIRGINIA-COMMONWEALTH,VCU,Gardner-Webb,big-south,2018-11-06-19-virginia-commonwealth,2018-11-06-19-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,GARDNER-WEBB
249,90.8,0.433,0.385,75.0,0.313,43.9,0.463,24.8,0.0,"November 6, 2018",75.0,0.483,0.305,0.667,90.8,0.304,56.1,0.511,21.2,1,"Stuart Siegel Center, Richmond, Virginia",GARDNER-WEBB,Gardner-Webb,75.5,VIRGINIA-COMMONWEALTH,VCU,Virginia Commonwealth,atlantic-10,2018-11-06-19-virginia-commonwealth,2018-11-06-19-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,GARDNER-WEBB
251,104.8,0.5329999999999999,0.467,71.1,0.28600000000000003,43.1,0.537,34.8,0.0,"November 9, 2018",71.1,0.5870000000000001,0.302,0.684,104.8,0.4,56.9,0.604,21.9,1,"Cassell Coliseum, Blacksburg, Virginia",GARDNER-WEBB,Gardner-Webb,82.5,VIRGINIA-TECH,Virginia Tech,Gardner-Webb,big-south,2018-11-09-19-virginia-tech,2018-11-09-19-virginia-tech,Home,VIRGINIA-TECH,GARDNER-WEBB
253,104.8,0.5329999999999999,0.467,71.1,0.28600000000000003,43.1,0.537,34.8,0.0,"November 9, 2018",71.1,0.5870000000000001,0.302,0.684,104.8,0.4,56.9,0.604,21.9,1,"Cassell Coliseum, Blacksburg, Virginia",GARDNER-WEBB,Gardner-Webb,82.5,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,2018-11-09-19-virginia-tech,2018-11-09-19-virginia-tech,Home,VIRGINIA-TECH,GARDNER-WEBB
255,93.9,0.621,0.273,118.3,0.345,59.2,0.6509999999999999,15.0,0.25,"November 16, 2018",118.3,0.457,0.271,0.684,93.9,0.255,40.8,0.487,14.2,2,"Tiger Arena, Savannah, Georgia",SAVANNAH-STATE,Savannah State,81.8,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,big-south,2018-11-16-19-savannah-state,2018-11-16-19-savannah-state,Away,GARDNER-WEBB,SAVANNAH-STATE
257,93.9,0.621,0.273,118.3,0.345,59.2,0.6509999999999999,15.0,0.25,"November 16, 2018",118.3,0.457,0.271,0.684,93.9,0.255,40.8,0.487,14.2,2,"Tiger Arena, Savannah, Georgia",SAVANNAH-STATE,Savannah State,81.8,GARDNER-WEBB,Gardner-Webb,Savannah State,meac,2018-11-16-19-savannah-state,2018-11-16-19-savannah-state,Away,GARDNER-WEBB,SAVANNAH-STATE
